ID:9930 SKID:DK0+286.5  timeStamp:2025-03-28 08:08:24:557
ID:9930 SKID:K1122+930.5  timeStamp:2025-03-28 08:09:31:759
ID:9930 SKID:K1122+931.5  timeStamp:2025-03-28 08:09:31:939
ID:9930 SKID:K1122+932.5  timeStamp:2025-03-28 08:09:32:121
ID:9930 SKID:K1122+932.5  timeStamp:2025-03-28 08:09:32:300
ID:9930 SKID:K1122+932.5  timeStamp:2025-03-28 08:09:32:477
ID:9930 SKID:K1122+936  timeStamp:2025-03-28 08:09:32:667
ID:9930 SKID:K1122+937  timeStamp:2025-03-28 08:09:32:843
ID:9930 SKID:K1122+938.5  timeStamp:2025-03-28 08:09:33:19
ID:9930 SKID:K1122+938.5  timeStamp:2025-03-28 08:09:33:200
ID:9930 SKID:K1122+938.5  timeStamp:2025-03-28 08:09:33:382
ID:9930 SKID:K1122+942  timeStamp:2025-03-28 08:09:33:558
ID:9930 SKID:K1122+943  timeStamp:2025-03-28 08:09:33:733
ID:9930 SKID:K1122+944  timeStamp:2025-03-28 08:09:33:914
ID:9930 SKID:K1122+944.5  timeStamp:2025-03-28 08:09:34:83
ID:9930 SKID:K1122+944.5  timeStamp:2025-03-28 08:09:34:258
ID:9930 SKID:K1122+944.5  timeStamp:2025-03-28 08:09:34:437
ID:9930 SKID:K1122+949  timeStamp:2025-03-28 08:09:34:619
ID:9930 SKID:K1122+950  timeStamp:2025-03-28 08:09:34:794
ID:9930 SKID:K1122+950.5  timeStamp:2025-03-28 08:09:34:970
ID:9930 SKID:K1122+950.5  timeStamp:2025-03-28 08:09:35:147
ID:9930 SKID:K1122+950.5  timeStamp:2025-03-28 08:09:35:322
ID:9930 SKID:K1122+954.5  timeStamp:2025-03-28 08:09:35:494
ID:9930 SKID:K1122+956  timeStamp:2025-03-28 08:09:35:663
ID:9930 SKID:K1122+956.5  timeStamp:2025-03-28 08:09:35:834
ID:9930 SKID:K1122+956.5  timeStamp:2025-03-28 08:09:36:16
ID:9930 SKID:K1122+956.5  timeStamp:2025-03-28 08:09:36:193
ID:9930 SKID:K1122+960.5  timeStamp:2025-03-28 08:09:36:370
ID:9930 SKID:K1122+962  timeStamp:2025-03-28 08:09:36:545
