ID:9942 SKID:BK0+464.5  timeStamp:2025-03-28 08:08:24:557
ID:9942 SKID:DK0+343  timeStamp:2025-03-28 08:09:31:759
ID:9942 SKID:DK0+344.5  timeStamp:2025-03-28 08:09:31:939
ID:9942 SKID:DK0+345.5  timeStamp:2025-03-28 08:09:32:121
ID:9942 SKID:DK0+347  timeStamp:2025-03-28 08:09:32:300
ID:9942 SKID:DK0+348  timeStamp:2025-03-28 08:09:32:477
ID:9942 SKID:DK0+349.5  timeStamp:2025-03-28 08:09:32:667
ID:9942 SKID:DK0+350.5  timeStamp:2025-03-28 08:09:32:843
ID:9942 SKID:DK0+352  timeStamp:2025-03-28 08:09:33:19
ID:9942 SKID:DK0+353.5  timeStamp:2025-03-28 08:09:33:200
ID:9942 SKID:DK0+354.5  timeStamp:2025-03-28 08:09:33:382
ID:9942 SKID:DK0+355.5  timeStamp:2025-03-28 08:09:33:558
ID:9942 SKID:DK0+357  timeStamp:2025-03-28 08:09:33:733
ID:9942 SKID:DK0+358  timeStamp:2025-03-28 08:09:33:914
ID:9942 SKID:DK0+359.5  timeStamp:2025-03-28 08:09:34:83
ID:9942 SKID:DK0+360.5  timeStamp:2025-03-28 08:09:34:258
ID:9942 SKID:DK0+362  timeStamp:2025-03-28 08:09:34:437
ID:9942 SKID:DK0+363.5  timeStamp:2025-03-28 08:09:34:619
ID:9942 SKID:DK0+364.5  timeStamp:2025-03-28 08:09:34:794
ID:9942 SKID:DK0+366  timeStamp:2025-03-28 08:09:34:970
ID:9942 SKID:DK0+367  timeStamp:2025-03-28 08:09:35:147
ID:9942 SKID:DK0+368  timeStamp:2025-03-28 08:09:35:322
ID:9942 SKID:DK0+369.5  timeStamp:2025-03-28 08:09:35:494
ID:9942 SKID:DK0+370.5  timeStamp:2025-03-28 08:09:35:663
ID:9942 SKID:DK0+372  timeStamp:2025-03-28 08:09:35:834
ID:9942 SKID:DK0+373  timeStamp:2025-03-28 08:09:36:16
ID:9942 SKID:DK0+374.5  timeStamp:2025-03-28 08:09:36:193
ID:9942 SKID:DK0+376  timeStamp:2025-03-28 08:09:36:370
ID:9942 SKID:DK0+377  timeStamp:2025-03-28 08:09:36:545
