ID:9948 SKID:BK0+207.5  timeStamp:2025-03-28 08:08:24:557
ID:9948 SKID:BK0+665  timeStamp:2025-03-28 08:09:31:759
ID:9948 SKID:BK0+665.5  timeStamp:2025-03-28 08:09:31:939
ID:9948 SKID:BK0+667  timeStamp:2025-03-28 08:09:32:121
ID:9948 SKID:BK0+668.5  timeStamp:2025-03-28 08:09:32:300
ID:9948 SKID:BK0+669.5  timeStamp:2025-03-28 08:09:32:477
ID:9948 SKID:BK0+670.5  timeStamp:2025-03-28 08:09:32:667
ID:9948 SKID:BK0+671.5  timeStamp:2025-03-28 08:09:32:843
ID:9948 SKID:BK0+673  timeStamp:2025-03-28 08:09:33:19
ID:9948 SKID:BK0+674.5  timeStamp:2025-03-28 08:09:33:200
ID:9948 SKID:BK0+675.5  timeStamp:2025-03-28 08:09:33:382
ID:9948 SKID:BK0+677  timeStamp:2025-03-28 08:09:33:558
ID:9948 SKID:BK0+678  timeStamp:2025-03-28 08:09:33:733
ID:9948 SKID:BK0+679.5  timeStamp:2025-03-28 08:09:33:914
ID:9948 SKID:BK0+681  timeStamp:2025-03-28 08:09:34:83
ID:9948 SKID:BK0+681.5  timeStamp:2025-03-28 08:09:34:258
ID:9948 SKID:BK0+683  timeStamp:2025-03-28 08:09:34:437
ID:9948 SKID:BK0+684  timeStamp:2025-03-28 08:09:34:619
ID:9948 SKID:BK0+685.5  timeStamp:2025-03-28 08:09:34:794
ID:9948 SKID:BK0+687  timeStamp:2025-03-28 08:09:34:970
ID:9948 SKID:BK0+688  timeStamp:2025-03-28 08:09:35:147
ID:9948 SKID:BK0+689.5  timeStamp:2025-03-28 08:09:35:322
ID:9948 SKID:BK0+690  timeStamp:2025-03-28 08:09:35:494
ID:9948 SKID:BK0+691.5  timeStamp:2025-03-28 08:09:35:663
ID:9948 SKID:BK0+693  timeStamp:2025-03-28 08:09:35:834
ID:9948 SKID:BK0+694  timeStamp:2025-03-28 08:09:36:16
ID:9948 SKID:BK0+695.5  timeStamp:2025-03-28 08:09:36:193
ID:9948 SKID:BK0+696.5  timeStamp:2025-03-28 08:09:36:370
ID:9948 SKID:BK0+698  timeStamp:2025-03-28 08:09:36:545
